record_id,vendor_id,vendor_name,vendor_iban,vendor_address,vendor_phone,invoice_no,amount,payment_date,payment_datetime,description,gl_account,employee_id,employee_iban,po_number
R0131,V015,Vendor 015 LLC,AE07033000000000000000,"Street 131, Dubai",+97157395785,INV-2131,16910.74,2025-09-29,2025-09-29T17:15:00,supplier payment,GL-0005,E012,AE999995565238402849054,PO-3131
R0132,V003,Vendor 003 LLC,AE07033000000000000000,"Street 132, Dubai",+97153368777,INV-2132,206.76,2025-09-17,2025-09-17T12:59:00,supplier payment,GL-0006,E012,AE999993164048356960544,
R0133,V009,Vendor 009 LLC,AE07033000000000000000,"Street 133, Dubai",+97155682698,INV-2133,9639.0,2025-11-07,2025-11-07T10:14:00,supplier payment,GL-0007,E012,AE999995316795019167661,PO-3133
R0134,V008,Vendor 008 LLC,AE07033000000000000000,"Street 134, Dubai",+97159350154,INV-2134,310.92,2025-09-10,2025-09-10T11:04:00,supplier payment,GL-0008,E015,AE999997159130575699619,PO-3134
R0135,V024,Vendor 024 LLC,AE07033000000000000000,"Street 135, Dubai",+97156183841,INV-2135,111.87,2025-10-21,2025-10-21T16:14:00,supplier payment,GL-0000,E003,AE999998192693597602536,
R0136,V017,Vendor 017 LLC,AE07033000000000000000,"Street 136, Dubai",+97157910069,INV-2136,195443.68,2025-11-22,2025-11-22T09:38:00,supplier payment,GL-0001,E013,AE999994212163224934048,PO-3136
R0137,V002,Vendor 002 LLC,AE07033000000000000000,"Street 137, Dubai",+97156850067,INV-2137,595.37,2025-11-18,2025-11-18T09:17:00,supplier payment,GL-0002,E011,AE999995443775274535710,PO-3137
R0138,V008,Vendor 008 LLC,AE07033000000000000000,"Street 138, Dubai",+97151948178,INV-2138,205000,2025-09-06,2025-09-06T12:37:00,supplier payment,GL-0003,E005,AE999998874338718914726,
R0139,V007,Vendor 007 LLC,AE07033000000000000000,"Street 139, Dubai",+97159853935,INV-2139,298.42,2025-11-08,2025-11-08T15:01:00,supplier payment,GL-0004,E008,AE999997550318603275821,PO-3139
R0140,V010,Vendor 010 LLC,AE07033000000000000000,"Street 140, Dubai",+97154693260,INV-2140,222.11,2025-11-23,2025-11-23T15:41:00,supplier payment,GL-0005,E014,AE999997351964452741681,PO-3140
R0141,V003,Vendor 003 LLC,AE07033000000000000000,"Street 141, Dubai",+97151666893,INV-2141,3563.2,2025-09-28,2025-09-28T11:34:00,supplier payment,GL-0006,E012,AE999996533572349315241,
R0142,V024,Vendor 024 LLC,AE07033000000000000000,"Street 142, Dubai",+97157628891,INV-2142,2474.51,2025-09-08,2025-09-08T11:34:00,supplier payment,GL-0007,E012,AE999992200633731737568,PO-3142
R0143,V006,Vendor 006 LLC,AE07033000000000000000,"Street 143, Dubai",+97152112652,INV-2143,17307.14,2025-11-22,2025-11-22T08:09:00,supplier payment,GL-0008,E007,AE999994387744316971810,PO-3143
R0144,V014,Vendor 014 LLC,AE07033000000000000000,"Street 144, Dubai",+97152475548,INV-2144,530.95,2025-11-10,2025-11-10T11:12:00,supplier payment,GL-0000,E003,AE999995918800942058799,
R0145,V001,Vendor 001 LLC,AE07033000000000000000,"Street 145, Dubai",+97152927575,INV-2145,285986.52,2025-09-19,2025-09-19T23:52:00,supplier payment,GL-0001,E009,AE999994515383042871164,PO-3145
R0146,V008,Vendor 008 LLC,AE07033000000000000000,"Street 146, Dubai",+97150264762,INV-2146,112.72,2025-09-17,2025-09-17T11:49:00,supplier payment,GL-0002,E001,AE999995832546642235563,PO-3146
R0147,V012,Vendor 012 LLC,AE07033000000000000000,"Street 147, Dubai",+97151066326,INV-2147,277.75,2025-09-07,2025-09-07T14:21:00,supplier payment,GL-0003,E009,AE999992047322975210124,
R0148,V012,Vendor 012 LLC,AE07033000000000000000,"Street 148, Dubai",+97153716988,INV-2148,277.75,2025-10-17,2025-10-17T09:58:00,supplier payment,GL-0004,E015,AE999999076350169555099,PO-3148
R0149,V003,Vendor 003 LLC,AE07033000000000000000,"Street 149, Dubai",+97151811298,INV-2149,4010.04,2025-10-09,2025-10-09T08:22:00,supplier payment,GL-0005,E017,AE999997679063947764593,PO-3149
R0150,V032,Vendor 032 LLC,AE07033000000000000000,"Street 150, Dubai",+97151101965,INV-2150,140421.52,2025-09-10,2025-09-10T13:15:00,supplier payment,GL-0006,E015,AE999992672146580595029,
R0151,V009,Vendor 009 LLC,AE07033000000000000000,"Street 151, Dubai",+97156390515,INV-2151,16434.96,2025-11-19,2025-11-19T16:11:00,supplier payment,GL-0007,E009,AE999995858020622837066,PO-3151
R0152,V034,Vendor 034 LLC,AE07033000000000000000,"Street 152, Dubai",+97157215376,INV-2152,9720.0,2025-10-29,2025-10-29T09:58:00,supplier payment,GL-0008,E010,AE999993873514462439326,PO-3152
R0153,V029,Vendor 029 LLC,AE07033000000000000000,"Street 153, Dubai",+97151595275,INV-2153,1535.54,2025-10-25,2025-10-25T15:56:00,supplier payment,GL-0000,E008,AE999997493804816019049,
R0154,V021,Vendor 021 LLC,AE07033000000000000000,"Street 154, Dubai",+97157956894,INV-2154,21275.39,2025-10-11,2025-10-11T13:32:00,supplier payment,GL-0001,E014,AE999992749702288090028,PO-3154
R0155,V005,Vendor 005 LLC,AE07033000000000000000,"Street 155, Dubai",+97152050700,INV-2155,211.99,2025-09-11,2025-09-11T09:16:00,test reversal correction,GL-0002,E003,AE999995938374519716714,PO-3155
R0156,V027,Vendor 027 LLC,AE07033000000000000000,"Street 156, Dubai",+97154825620,INV-2156,196768.03,2025-11-25,2025-11-25T14:44:00,supplier payment,GL-0003,E012,AE999990926771140062917,
R0157,V020,Vendor 020 LLC,AE07033000000000000000,"Street 157, Dubai",+97151815603,INV-2157,10536.95,2025-09-14,2025-09-14T11:33:00,supplier payment,GL-0004,E012,AE999994039637856207800,PO-3157
R0158,V023,Vendor 023 LLC,AE07033000000000000000,"Street 158, Dubai",+97154487028,INV-2158,46678.8,2025-09-15,2025-09-15T17:04:00,supplier payment,GL-0005,E012,AE999990472947009945404,PO-3158
R0159,V002,Vendor 002 LLC,AE07033000000000000000,PO Box 1234,+97155889195,INV-2159,28803.53,2025-10-05,2025-10-05T12:31:00,supplier payment,GL-0006,E006,AE999996121736809079303,
R0160,V001,Vendor 001 LLC,AE07033000000000000000,"Street 160, Dubai",+97150514340,INV-2160,9596.74,2025-09-19,2025-09-19T14:37:00,supplier payment,GL-0007,E006,AE999992555785012861362,PO-3160
R0161,V006,Vendor 006 LLC,AE07033000000000000000,"Street 161, Dubai",+97156208460,INV-2161,2000,2025-09-28,2025-09-28T15:40:00,supplier payment,GL-0008,E017,AE999992835633362236822,PO-3161
R0162,V020,Vendor 020 LLC,AE07033000000000000000,"Street 162, Dubai",+97150834876,INV-2162,12211.9,2025-11-12,2025-11-12T08:40:00,supplier payment,GL-0000,E011,AE999992835641156244918,
R0163,V006,Vendor 006 LLC,AE07033000000000000000,"Street 163, Dubai",+97156948850,INV-2163,20738.89,2025-10-27,2025-10-27T15:48:00,supplier payment,GL-0001,E009,AE999997963159736964429,PO-3163
R0164,V018,Vendor 018 LLC,AE07033000000000000000,"Street 164, Dubai",+97151860421,INV-2164,250.24,2025-11-05,2025-11-05T14:08:00,supplier payment,GL-0002,E007,AE0703300000000000000018,PO-3164
R0165,V019,Vendor 019 LLC,AE07033000000000000000,"Street 165, Dubai",+97150919088,INV-2165,21625.39,2025-11-07,2025-11-07T08:48:00,supplier payment,GL-0003,E016,AE999997120429658662271,
R0166,V001,Vendor 001 LLC,AE07033000000000000000,"Street 166, Dubai",+97154856117,INV-2166,203532.75,2025-10-09,2025-10-09T10:39:00,supplier payment,GL-0004,E007,AE999994603031402318959,PO-3166
R0167,V021,Vendor 021 LLC,AE07033000000000000000,"Street 167, Dubai",+97156378822,INV-2167,5506.16,2025-09-01,2025-09-01T14:03:00,supplier payment,GL-0005,E004,AE999992327203014137264,PO-3167
R0168,V035,Vendor 035 LLC,AE07033000000000000000,"Street 168, Dubai",+97151209226,INV-2168,9026.77,2025-11-04,2025-11-04T18:00:00,supplier payment,GL-0006,E008,AE999996380108661334710,
R0169,V026,Vendor 026 LLC,AE07033000000000000000,"Street 169, Dubai",+97159659635,INV-2169,116.3,2025-10-26,2025-10-26T09:57:00,supplier payment,GL-0007,E002,AE999995639600705060339,PO-3169
R0170,V028,Vendor 028 LLC,AE07033000000000000000,"Street 170, Dubai",+97150349914,INV-2170,17397.86,2025-12-06,2025-12-06T12:42:00,supplier payment,GL-0008,E013,AE999997296411196194968,PO-3170
R0171,V021,Vendor 021 LLC,AE07033000000000000000,"Street 171, Dubai",+97151776088,INV-2171,9853.0,2025-11-19,2025-11-19T13:45:00,supplier payment,GL-0000,E006,AE999997867096269565458,
R0172,V016,Vendor 016 LLC,AE07033000000000000000,"Street 172, Dubai",+97155587964,INV-2172,2521.01,2025-11-15,2025-11-15T09:53:00,supplier payment,GL-0001,E014,AE999993991486365063091,PO-3172
R0173,V011,Vendor 011 LLC,AE07033000000000000000,"Street 173, Dubai",+97155861544,INV-2173,16454.56,2025-11-05,2025-11-05T16:18:00,supplier payment,GL-0002,E003,AE999993493060437358567,PO-3173
R0174,V023,Vendor 023 LLC,AE07033000000000000000,"Street 174, Dubai",+97152910830,INV-2174,228.99,2025-10-01,2025-10-01T23:56:00,supplier payment,GL-0003,E005,AE999993553730054529579,
R0175,V010,Vendor 010 LLC,AE07033000000000000000,"Street 175, Dubai",+97159457911,INV-2175,213561.27,2025-09-23,2025-09-23T18:10:00,supplier payment,GL-0004,E003,AE999998357836681540633,PO-3175
R0176,V029,Vendor 029 LLC,AE07033000000000000000,"Street 176, Dubai",+97157419020,INV-2176,1277.87,2025-11-20,2025-11-20T15:51:00,supplier payment,GL-0005,E011,AE999998447329086158171,PO-3176
R0177,V020,Vendor 020 LLC,AE07033000000000000000,"Street 177, Dubai",+97157746753,INV-2177,157.25,2025-11-15,2025-11-15T16:28:00,supplier payment,GL-0006,E009,AE999995591807219869887,
R0178,V029,Vendor 029 LLC,AE07033000000000000000,"Street 178, Dubai",+97159967005,INV-2178,1952.46,2025-09-08,2025-09-08T12:02:00,supplier payment,GL-0007,E002,AE999991626636637471143,PO-3178
R0179,V033,Vendor 033 LLC,AE07033000000000000000,"Street 179, Dubai",+97155394323,INV-2179,10743.68,2025-10-30,2025-10-30T08:26:00,supplier payment,GL-0008,E013,AE999993391021213733336,PO-3179
R0180,V031,Vendor 031 LLC,AE07033000000000000000,"Street 180, Dubai",+97158464927,INV-2180,224920.09,2025-09-20,2025-09-20T15:43:00,supplier payment,GL-0000,E017,AE999991519141590491735,
R0181,V012,Vendor 012 LLC,AE07033000000000000000,"Street 181, Dubai",+97152663319,INV-2181,29969.26,2025-10-02,2025-10-02T15:42:00,supplier payment,GL-0001,E002,AE999999416992925244253,PO-3181
R0182,V024,Vendor 024 LLC,AE07033000000000000000,"Street 182, Dubai",+97155531293,INV-2182,2269.65,2025-10-07,2025-10-07T13:32:00,supplier payment,GL-0002,E012,AE999991187362326156397,PO-3182
R0183,V007,Vendor 007 LLC,AE07033000000000000000,"Street 183, Dubai",+97151367376,INV-2183,762.05,2025-10-07,2025-10-07T18:15:00,supplier payment,GL-0003,E013,AE999996005314113428942,
R0184,V010,Vendor 010 LLC,AE07033000000000000000,"Street 184, Dubai",+97159983135,INV-2184,244000,2025-10-10,2025-10-10T18:45:00,supplier payment,GL-0004,E012,AE999992322986285095876,PO-3184
R0185,V010,Vendor 010 LLC,AE07033000000000000000,"Street 185, Dubai",+97158831414,INV-2185,244000.0,2025-11-11,2025-11-11T13:58:00,supplier payment,GL-0005,E010,AE999992302127438094529,PO-3185
R0186,V006,Vendor 006 LLC,AE07033000000000000000,"Street 186, Dubai",+97153593556,INV-2186,1846.71,2025-11-05,2025-11-05T13:44:00,test reversal correction,GL-0006,E014,AE999993247327314827484,
R0187,V022,Vendor 022 LLC,AE07033000000000000000,"Street 187, Dubai",+97154962567,INV-2187,620.73,2025-09-27,2025-09-27T10:27:00,supplier payment,GL-0007,E016,AE999991390079715736764,PO-3187
R0188,V007,Vendor 007 LLC,AE07033000000000000000,"Street 188, Dubai",+97152722056,INV-2188,83737.38,2025-11-09,2025-11-09T16:27:00,supplier payment,GL-0008,E017,AE999992778768149100193,PO-3188
R0189,V012,Vendor 012 LLC,AE07033000000000000000,"Street 189, Dubai",+97158959220,INV-2189,142.21,2025-10-27,2025-10-27T13:35:00,supplier payment,GL-0000,E006,AE999994215422134841710,
R0190,V016,Vendor 016 LLC,AE07033000000000000000,"Street 190, Dubai",+97154727345,INV-2190,9599.0,2025-10-31,2025-10-31T13:17:00,supplier payment,GL-0001,E010,AE999998316888233475544,PO-3190
R0191,V025,Vendor 025 LLC,AE07033000000000000000,"Street 191, Dubai",+97152321942,INV-2191,2919.53,2025-11-07,2025-11-07T10:54:00,supplier payment,GL-0002,E017,AE999993597433755912384,PO-3191
R0192,V017,Vendor 017 LLC,AE07033000000000000000,"Street 192, Dubai",+97152091745,INV-2192,4809.14,2025-11-22,2025-11-22T13:38:00,supplier payment,GL-0003,E002,AE999999293797465548141,
R0193,V019,Vendor 019 LLC,AE07033000000000000000,"Street 193, Dubai",+97153725179,INV-2193,901.09,2025-09-21,2025-09-21T16:49:00,supplier payment,GL-0004,E003,AE999991652164128551859,PO-3193
R0194,V029,Vendor 029 LLC,AE07033000000000000000,"Street 194, Dubai",+97153955699,INV-2194,2832.3,2025-09-04,2025-09-04T14:34:00,supplier payment,GL-0005,E012,AE999996736692719618504,PO-3194
R0195,V025,Vendor 025 LLC,AE07033000000000000000,"Street 195, Dubai",+97155625238,INV-2195,610.78,2025-10-18,2025-10-18T13:37:00,supplier payment,GL-0006,E003,AE999991784923686607709,
R0196,V010,Vendor 010 LLC,AE07033000000000000000,"Street 196, Dubai",+97157526283,INV-2196,1009.43,2025-09-05,2025-09-05T15:35:00,supplier payment,GL-0007,E005,AE999998450737732191436,PO-3196
R0197,V001,Vendor 001 LLC,AE07033000000000000000,"Street 197, Dubai",+97151865405,INV-2197,786.56,2025-09-03,2025-09-03T10:01:00,supplier payment,GL-0008,E003,AE999997624681613691012,PO-3197
R0198,V019,Vendor 019 LLC,AE07033000000000000000,"Street 198, Dubai",+97151859886,INV-2198,266.97,2025-10-09,2025-10-09T11:11:00,supplier payment,GL-0000,E008,AE999991131433788007925,
R0199,V032,Vendor 032 LLC,AE07033000000000000000,"Street 199, Dubai",+97154886733,INV-2199,6365.24,2025-11-20,2025-11-20T11:49:00,supplier payment,GL-0001,E001,AE999992586449571644786,PO-3199
R0200,V028,Vendor 028 LLC,AE07033000000000000000,"Street 200, Dubai",+97151436363,INV-2200,1717.34,2025-11-18,2025-11-18T17:58:00,supplier payment,GL-0002,E001,AE999993374347140213919,PO-3200
R0201,V034,Vendor 034 LLC,AE07033000000000000000,"Street 201, Dubai",+97159297127,INV-2201,217226.53,2025-09-09,2025-09-09T16:04:00,supplier payment,GL-0003,E012,AE999999144517899012826,
R0202,V002,Vendor 002 LLC,AE07033000000000000000,"Street 202, Dubai",+97154255545,INV-2202,142.03,2025-10-31,2025-10-31T14:20:00,supplier payment,GL-0004,E013,AE999996724819192473165,PO-3202
R0203,V002,Vendor 002 LLC,AE07033000000000000000,"Street 203, Dubai",+97159762717,INV-2203,1609.94,2025-09-09,2025-09-09T23:02:00,supplier payment,GL-0005,E012,AE999991867441593742024,PO-3203
R0204,V022,Vendor 022 LLC,AE07033000000000000000,"Street 204, Dubai",+97153058117,INV-2204,1710.2,2025-09-06,2025-09-06T13:18:00,supplier payment,GL-0006,E005,AE999998620453321312187,
R0205,V009,Vendor 009 LLC,AE07033000000000000000,"Street 205, Dubai",+97150734947,INV-2205,134.72,2025-10-29,2025-10-29T11:58:00,supplier payment,GL-0007,E003,AE0703300000000000000009,PO-3205
R0206,V013,Vendor 013 LLC,AE07033000000000000000,"Street 206, Dubai",+97157942330,INV-2206,184841.05,2025-10-11,2025-10-11T16:39:00,supplier payment,GL-0008,E002,AE999999782371339367406,PO-3206
R0207,V017,Vendor 017 LLC,AE07033000000000000000,"Street 207, Dubai",+97154583814,INV-2207,0,2025-11-22,2025-11-22T13:45:00,supplier payment,GL-0000,E002,AE999995979426221064908,
R0208,V008,Vendor 008 LLC,AE07033000000000000000,"Street 208, Dubai",+97153134272,INV-2208,129778.52,2025-10-26,2025-10-26T15:03:00,supplier payment,GL-0001,E012,AE999996107539644819159,PO-3208
R0209,V032,Vendor 032 LLC,AE07033000000000000000,"Street 209, Dubai",+97157121922,INV-2209,9765.0,2025-10-18,2025-10-18T12:12:00,supplier payment,GL-0002,E016,AE999991488196724066946,PO-3209
R0210,V006,Vendor 006 LLC,AE07033000000000000000,"Street 210, Dubai",+97155389033,INV-2210,303979.0,2025-11-17,2025-11-17T10:52:00,supplier payment,GL-0003,E014,AE999995292024821724620,
R0211,V007,Vendor 007 LLC,AE07033000000000000000,"Street 211, Dubai",+97152795835,INV-2211,20569.19,2025-10-12,2025-10-12T12:50:00,supplier payment,GL-0004,E003,AE999997676226331787685,PO-3211
R0212,V029,Vendor 029 LLC,AE07033000000000000000,PO Box 1234,+97150962308,INV-2212,140.68,2025-10-28,2025-10-28T13:36:00,supplier payment,GL-0005,E012,AE999994945948767175363,PO-3212
R0213,V005,Vendor 005 LLC,AE07033000000000000000,"Street 213, Dubai",+97157351320,INV-2213,6248.86,2025-10-17,2025-10-17T18:39:00,supplier payment,GL-0006,E013,AE999992572084248630512,
R0214,V003,Vendor 003 LLC,AE07033000000000000000,"Street 214, Dubai",+97156423230,INV-2214,669.86,2025-09-09,2025-09-09T18:04:00,supplier payment,GL-0007,E005,AE999996523923752006630,PO-3214
R0215,V003,Vendor 003 LLC,AE07033000000000000000,"Street 215, Dubai",+97151289923,INV-2215,3756.03,2025-11-26,2025-11-26T13:43:00,supplier payment,GL-0008,E005,AE999997997299422414044,PO-3215
R0216,V009,Vendor 009 LLC,AE07033000000000000000,"Street 216, Dubai",+97151903351,INV-2216,2472.4,2025-10-17,2025-10-17T18:29:00,supplier payment,GL-0000,E017,AE999994496604322608763,
R0217,V002,Vendor 002 LLC,AE07033000000000000000,"Street 217, Dubai",+97154366937,INV-2217,6487.96,2025-11-03,2025-11-03T16:32:00,test reversal correction,GL-0001,E006,AE999994715745747768760,PO-3217
R0218,V029,Vendor 029 LLC,AE07033000000000000000,"Street 218, Dubai",+97152277144,INV-2218,998.89,2025-11-18,2025-11-18T15:25:00,supplier payment,GL-0002,E007,AE999992209237547541316,PO-3218
R0219,V005,Vendor 005 LLC,AE07033000000000000000,"Street 219, Dubai",+97155361793,INV-2219,139757.98,2025-09-23,2025-09-23T15:30:00,supplier payment,GL-0003,E015,AE999991581501435909846,
